Year,Quarter,NamedCost,Values,COICOP,CDID,Source,Websource,Grouptotal
2020,Q4,Goodsandservicesforroutinehouseholdmaintenance,2906000000.0,05.6,ADGO,05CN,https://www.ons.gov.uk/search?q=ADGO,0
2021,Q1,Goodsandservicesforroutinehouseholdmaintenance,2703000000.0,05.6,ADGO,05CN,https://www.ons.gov.uk/search?q=ADGO,0
2021,Q2,Goodsandservicesforroutinehouseholdmaintenance,2793000000.0,05.6,ADGO,05CN,https://www.ons.gov.uk/search?q=ADGO,0
2021,Q3,Goodsandservicesforroutinehouseholdmaintenance,2830000000.0,05.6,ADGO,05CN,https://www.ons.gov.uk/search?q=ADGO,0
2021,Q4,Goodsandservicesforroutinehouseholdmaintenance,2854000000.0,05.6,ADGO,05CN,https://www.ons.gov.uk/search?q=ADGO,0
2022,Q1,Goodsandservicesforroutinehouseholdmaintenance,2686000000.0,05.6,ADGO,05CN,https://www.ons.gov.uk/search?q=ADGO,0
2022,Q2,Goodsandservicesforroutinehouseholdmaintenance,2923000000.0,05.6,ADGO,05CN,https://www.ons.gov.uk/search?q=ADGO,0
2022,Q3,Goodsandservicesforroutinehouseholdmaintenance,2898000000.0,05.6,ADGO,05CN,https://www.ons.gov.uk/search?q=ADGO,0
2022,Q4,Goodsandservicesforroutinehouseholdmaintenance,2841000000.0,05.6,ADGO,05CN,https://www.ons.gov.uk/search?q=ADGO,0
1997,Q1,Non_durablehouseholdgoods,672000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1997,Q2,Non_durablehouseholdgoods,731000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1997,Q3,Non_durablehouseholdgoods,732000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1997,Q4,Non_durablehouseholdgoods,768000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1998,Q1,Non_durablehouseholdgoods,741000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1998,Q2,Non_durablehouseholdgoods,765000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1998,Q3,Non_durablehouseholdgoods,784000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1998,Q4,Non_durablehouseholdgoods,792000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1999,Q1,Non_durablehouseholdgoods,795000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1999,Q2,Non_durablehouseholdgoods,812000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1999,Q3,Non_durablehouseholdgoods,841000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1999,Q4,Non_durablehouseholdgoods,838000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2000,Q1,Non_durablehouseholdgoods,816000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2000,Q2,Non_durablehouseholdgoods,833000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2000,Q3,Non_durablehouseholdgoods,883000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2000,Q4,Non_durablehouseholdgoods,871000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2001,Q1,Non_durablehouseholdgoods,854000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2001,Q2,Non_durablehouseholdgoods,960000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2001,Q3,Non_durablehouseholdgoods,1027000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2001,Q4,Non_durablehouseholdgoods,1058000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2002,Q1,Non_durablehouseholdgoods,1029000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2002,Q2,Non_durablehouseholdgoods,1100000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2002,Q3,Non_durablehouseholdgoods,1125000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2002,Q4,Non_durablehouseholdgoods,1101000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2003,Q1,Non_durablehouseholdgoods,1068000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2003,Q2,Non_durablehouseholdgoods,1158000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2003,Q3,Non_durablehouseholdgoods,1175000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2003,Q4,Non_durablehouseholdgoods,1141000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2004,Q1,Non_durablehouseholdgoods,1153000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2004,Q2,Non_durablehouseholdgoods,1199000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2004,Q3,Non_durablehouseholdgoods,1196000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2004,Q4,Non_durablehouseholdgoods,1201000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2005,Q1,Non_durablehouseholdgoods,1193000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2005,Q2,Non_durablehouseholdgoods,1168000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2005,Q3,Non_durablehouseholdgoods,1179000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2005,Q4,Non_durablehouseholdgoods,1231000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2006,Q1,Non_durablehouseholdgoods,1210000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2006,Q2,Non_durablehouseholdgoods,1238000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2006,Q3,Non_durablehouseholdgoods,1277000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2006,Q4,Non_durablehouseholdgoods,1313000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2007,Q1,Non_durablehouseholdgoods,1277000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2007,Q2,Non_durablehouseholdgoods,1260000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2007,Q3,Non_durablehouseholdgoods,1302000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2007,Q4,Non_durablehouseholdgoods,1281000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2008,Q1,Non_durablehouseholdgoods,1255000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2008,Q2,Non_durablehouseholdgoods,1275000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2008,Q3,Non_durablehouseholdgoods,1285000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2008,Q4,Non_durablehouseholdgoods,1198000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2009,Q1,Non_durablehouseholdgoods,1219000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2009,Q2,Non_durablehouseholdgoods,1286000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2009,Q3,Non_durablehouseholdgoods,1280000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2009,Q4,Non_durablehouseholdgoods,1277000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2010,Q1,Non_durablehouseholdgoods,1224000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2010,Q2,Non_durablehouseholdgoods,1344000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2010,Q3,Non_durablehouseholdgoods,1369000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2010,Q4,Non_durablehouseholdgoods,1329000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2011,Q1,Non_durablehouseholdgoods,1239000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2011,Q2,Non_durablehouseholdgoods,1216000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2011,Q3,Non_durablehouseholdgoods,1247000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2011,Q4,Non_durablehouseholdgoods,1275000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2012,Q1,Non_durablehouseholdgoods,1244000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2012,Q2,Non_durablehouseholdgoods,1336000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2012,Q3,Non_durablehouseholdgoods,1348000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2012,Q4,Non_durablehouseholdgoods,1340000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2013,Q1,Non_durablehouseholdgoods,1272000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2013,Q2,Non_durablehouseholdgoods,1271000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2013,Q3,Non_durablehouseholdgoods,1332000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2013,Q4,Non_durablehouseholdgoods,1282000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2014,Q1,Non_durablehouseholdgoods,1270000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2014,Q2,Non_durablehouseholdgoods,1337000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2014,Q3,Non_durablehouseholdgoods,1441000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2014,Q4,Non_durablehouseholdgoods,1372000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2015,Q1,Non_durablehouseholdgoods,1429000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2015,Q2,Non_durablehouseholdgoods,1375000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2015,Q3,Non_durablehouseholdgoods,1486000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2015,Q4,Non_durablehouseholdgoods,1426000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2016,Q1,Non_durablehouseholdgoods,1403000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2016,Q2,Non_durablehouseholdgoods,1423000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2016,Q3,Non_durablehouseholdgoods,1519000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2016,Q4,Non_durablehouseholdgoods,1489000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2017,Q1,Non_durablehouseholdgoods,1533000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2017,Q2,Non_durablehouseholdgoods,1524000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2017,Q3,Non_durablehouseholdgoods,1599000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2017,Q4,Non_durablehouseholdgoods,1560000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2018,Q1,Non_durablehouseholdgoods,1527000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2018,Q2,Non_durablehouseholdgoods,1536000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2018,Q3,Non_durablehouseholdgoods,1642000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2018,Q4,Non_durablehouseholdgoods,1574000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2019,Q1,Non_durablehouseholdgoods,1600000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2019,Q2,Non_durablehouseholdgoods,1660000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2019,Q3,Non_durablehouseholdgoods,1724000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2019,Q4,Non_durablehouseholdgoods,1703000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2020,Q1,Non_durablehouseholdgoods,2062000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2020,Q2,Non_durablehouseholdgoods,2258000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2020,Q3,Non_durablehouseholdgoods,1992000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2020,Q4,Non_durablehouseholdgoods,1816000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2021,Q1,Non_durablehouseholdgoods,1777000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2021,Q2,Non_durablehouseholdgoods,1883000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2021,Q3,Non_durablehouseholdgoods,1847000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2021,Q4,Non_durablehouseholdgoods,1897000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2022,Q1,Non_durablehouseholdgoods,1842000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2022,Q2,Non_durablehouseholdgoods,1884000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2022,Q3,Non_durablehouseholdgoods,1864000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
2022,Q4,Non_durablehouseholdgoods,1997000000.0,05.6.1,ADVU,05CN,https://www.ons.gov.uk/search?q=ADVU,0
1997,Q1,Domesticandhouseholdservices,544000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1997,Q2,Domesticandhouseholdservices,514000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1997,Q3,Domesticandhouseholdservices,519000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1997,Q4,Domesticandhouseholdservices,534000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1998,Q1,Domesticandhouseholdservices,544000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1998,Q2,Domesticandhouseholdservices,529000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1998,Q3,Domesticandhouseholdservices,550000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1998,Q4,Domesticandhouseholdservices,562000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1999,Q1,Domesticandhouseholdservices,534000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1999,Q2,Domesticandhouseholdservices,551000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1999,Q3,Domesticandhouseholdservices,584000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
1999,Q4,Domesticandhouseholdservices,630000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2000,Q1,Domesticandhouseholdservices,614000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2000,Q2,Domesticandhouseholdservices,646000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2000,Q3,Domesticandhouseholdservices,679000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2000,Q4,Domesticandhouseholdservices,707000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2001,Q1,Domesticandhouseholdservices,715000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2001,Q2,Domesticandhouseholdservices,613000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2001,Q3,Domesticandhouseholdservices,663000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2001,Q4,Domesticandhouseholdservices,644000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2002,Q1,Domesticandhouseholdservices,596000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2002,Q2,Domesticandhouseholdservices,709000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2002,Q3,Domesticandhouseholdservices,626000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2002,Q4,Domesticandhouseholdservices,606000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2003,Q1,Domesticandhouseholdservices,505000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2003,Q2,Domesticandhouseholdservices,673000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2003,Q3,Domesticandhouseholdservices,623000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2003,Q4,Domesticandhouseholdservices,500000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2004,Q1,Domesticandhouseholdservices,469000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2004,Q2,Domesticandhouseholdservices,701000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2004,Q3,Domesticandhouseholdservices,649000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2004,Q4,Domesticandhouseholdservices,554000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2005,Q1,Domesticandhouseholdservices,495000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2005,Q2,Domesticandhouseholdservices,871000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2005,Q3,Domesticandhouseholdservices,648000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2005,Q4,Domesticandhouseholdservices,805000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2006,Q1,Domesticandhouseholdservices,596000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2006,Q2,Domesticandhouseholdservices,834000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2006,Q3,Domesticandhouseholdservices,739000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2006,Q4,Domesticandhouseholdservices,709000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2007,Q1,Domesticandhouseholdservices,503000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2007,Q2,Domesticandhouseholdservices,681000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2007,Q3,Domesticandhouseholdservices,714000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2007,Q4,Domesticandhouseholdservices,601000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2008,Q1,Domesticandhouseholdservices,506000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2008,Q2,Domesticandhouseholdservices,693000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2008,Q3,Domesticandhouseholdservices,778000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2008,Q4,Domesticandhouseholdservices,658000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2009,Q1,Domesticandhouseholdservices,568000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2009,Q2,Domesticandhouseholdservices,712000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2009,Q3,Domesticandhouseholdservices,686000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2009,Q4,Domesticandhouseholdservices,626000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2010,Q1,Domesticandhouseholdservices,700000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2010,Q2,Domesticandhouseholdservices,887000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2010,Q3,Domesticandhouseholdservices,907000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2010,Q4,Domesticandhouseholdservices,710000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2011,Q1,Domesticandhouseholdservices,722000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2011,Q2,Domesticandhouseholdservices,807000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2011,Q3,Domesticandhouseholdservices,820000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2011,Q4,Domesticandhouseholdservices,758000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2012,Q1,Domesticandhouseholdservices,644000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2012,Q2,Domesticandhouseholdservices,821000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2012,Q3,Domesticandhouseholdservices,868000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2012,Q4,Domesticandhouseholdservices,812000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2013,Q1,Domesticandhouseholdservices,730000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2013,Q2,Domesticandhouseholdservices,876000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2013,Q3,Domesticandhouseholdservices,869000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2013,Q4,Domesticandhouseholdservices,855000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2014,Q1,Domesticandhouseholdservices,819000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2014,Q2,Domesticandhouseholdservices,838000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2014,Q3,Domesticandhouseholdservices,873000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2014,Q4,Domesticandhouseholdservices,998000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2015,Q1,Domesticandhouseholdservices,826000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2015,Q2,Domesticandhouseholdservices,859000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2015,Q3,Domesticandhouseholdservices,821000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2015,Q4,Domesticandhouseholdservices,1087000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2016,Q1,Domesticandhouseholdservices,947000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2016,Q2,Domesticandhouseholdservices,1142000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2016,Q3,Domesticandhouseholdservices,1181000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2016,Q4,Domesticandhouseholdservices,1165000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2017,Q1,Domesticandhouseholdservices,946000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2017,Q2,Domesticandhouseholdservices,1096000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2017,Q3,Domesticandhouseholdservices,1191000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2017,Q4,Domesticandhouseholdservices,1008000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2018,Q1,Domesticandhouseholdservices,971000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2018,Q2,Domesticandhouseholdservices,1172000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2018,Q3,Domesticandhouseholdservices,1275000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2018,Q4,Domesticandhouseholdservices,1181000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2019,Q1,Domesticandhouseholdservices,1164000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2019,Q2,Domesticandhouseholdservices,1334000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2019,Q3,Domesticandhouseholdservices,1316000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2019,Q4,Domesticandhouseholdservices,1228000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2020,Q1,Domesticandhouseholdservices,1091000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2020,Q2,Domesticandhouseholdservices,716000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2020,Q3,Domesticandhouseholdservices,1217000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2020,Q4,Domesticandhouseholdservices,1090000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
2021,Q1,Domesticandhouseholdservices,926000000.0,05.6.2,ADVV,05CN,https://www.ons.gov.uk/search?q=ADVV,0
